cpc;nace;weight
C12N;01.64;0.1031982
C12N;10.31;0.0114888
C12N;10.32;0.0114888
C12N;10.39;0.0114888
C12N;10.61;0.123549
C12N;10.62;0.1055105
C12N;10.81;0.0747147
C12N;10.83;0.0475475
C12N;10.84;0.0475475
C12N;10.86;0.0475475
C12N;10.89;0.0475475
C12N;20.20;0.0449311
C12N;21.10;0.1617201
C12N;21.20;0.1617201
C12P;10.62;0.3840825
C12P;10.81;0.2585645
C12P;10.83;0.047106425
C12P;10.84;0.047106425
C12P;10.86;0.047106425
C12P;10.89;0.047106425
C12P;20.11;0.020460225
C12P;20.12;0.020460225
C12P;20.13;0.020460225
C12P;20.14;0.020460225
C12P;20.15;0.0256531
C12P;21.10;0.03071665
C12P;21.20;0.03071665
C12Q;01.41;0.0192734
C12Q;01.42;0.0192734
C12Q;10.11;0.013046566666666667
C12Q;10.12;0.013046566666666667
C12Q;10.13;0.013046566666666667
C12Q;10.61;0.0467481
C12Q;10.62;0.3633769
C12Q;10.83;0.021674375
C12Q;10.84;0.021674375
C12Q;10.86;0.021674375
C12Q;10.89;0.021674375
C12Q;20.11;0.025000025
C12Q;20.12;0.025000025
C12Q;20.13;0.025000025
C12Q;20.14;0.025000025
C12Q;20.15;0.0794241
C12Q;21.10;0.12303335
C12Q;21.20;0.12303335
C12R;01.46;0.0318943
C12R;10.31;0.010511966666666666
C12R;10.32;0.010511966666666666
C12R;10.39;0.010511966666666666
C12R;10.51;0.04071465
C12R;10.52;0.04071465
C12R;10.61;0.0831438
C12R;10.62;0.1029344
C12R;10.81;0.0538587
C12R;10.83;0.05872145
C12R;10.84;0.05872145
C12R;10.86;0.05872145
C12R;10.89;0.05872145
C12R;20.11;0.0087811
C12R;20.12;0.0087811
C12R;20.13;0.0087811
C12R;20.14;0.0087811
C12R;20.20;0.0445652
C12R;21.10;0.1503141
C12R;21.20;0.1503141
C12Y;10.31;0.012462066666666667
C12Y;10.32;0.012462066666666667
C12Y;10.39;0.012462066666666667
C12Y;10.51;0.0711241
C12Y;10.52;0.0711241
C12Y;10.61;0.1920413
C12Y;10.62;0.3020946
C12Y;10.81;0.1044775
C12Y;10.83;0.020829125
C12Y;10.84;0.020829125
C12Y;10.86;0.020829125
C12Y;10.89;0.020829125
C12Y;17.11;0.01444325
C12Y;17.12;0.01444325
C12Y;21.10;0.05477465
C12Y;21.20;0.05477465
C13B;01.14;0.109927
C13B;10.81;0.890073
C13K;01.14;0.0448873
C13K;10.62;0.5357678
C13K;10.81;0.419345
C14B;13.91;0.025214
C14B;14.11;0.04721238
C14B;14.12;0.04721238
C14B;14.13;0.04721238
C14B;14.14;0.04721238
C14B;14.19;0.04721238
C14B;15.11;0.4716924
C14B;15.20;0.0228711
C14B;28.22;0.2159615
C14B;32.20;0.0281991
C14C;11.01;0.0069802
C14C;14.11;0.00558538
C14C;14.12;0.00558538
C14C;14.13;0.00558538
C14C;14.14;0.00558538
C14C;14.19;0.00558538
C14C;15.11;0.853249
C14C;20.11;0.013756175
C14C;20.12;0.013756175
C14C;20.13;0.013756175
C14C;20.14;0.013756175
C14C;20.16;0.0284096
C14C;20.17;0.0284096
C21B;24.10;0.08146476666666667
C21B;24.20;0.08146476666666667
C21B;24.31;0.08146476666666667
C21B;24.32;0.08146476666666667
C21B;24.33;0.08146476666666667
C21B;24.34;0.08146476666666667
C21B;28.21;0.5112114
C21C;24.10;0.08598443333333333
C21C;24.20;0.08598443333333333
C21C;24.31;0.08598443333333333
C21C;24.32;0.08598443333333333
C21C;24.33;0.08598443333333333
C21C;24.34;0.08598443333333333
C21C;24.51;0.06223815
C21C;24.52;0.06223815
C21C;28.21;0.1828521
C21C;28.91;0.176765
C21D;24.10;0.14643276666666666
C21D;24.20;0.14643276666666666
C21D;24.31;0.14643276666666666
C21D;24.32;0.14643276666666666
C21D;24.33;0.14643276666666666
C21D;24.34;0.14643276666666666
C21D;24.51;0.03183395
C21D;24.52;0.03183395
C21D;28.21;0.0577355
C22B;07.21;0.0231108
C22B;07.29;0.1759278
C22B;24.10;0.026219199999999998
C22B;24.20;0.026219199999999998
C22B;24.31;0.026219199999999998
C22B;24.32;0.026219199999999998
C22B;24.33;0.026219199999999998
C22B;24.34;0.026219199999999998
C22B;24.41;0.08112891666666668
C22B;24.42;0.08112891666666668
C22B;24.43;0.08112891666666668
C22B;24.44;0.08112891666666668
C22B;24.45;0.08112891666666668
C22B;24.46;0.08112891666666668
C22B;25.50;0.0393789
C22B;28.21;0.1174939
C22C;24.10;0.14244805
C22C;24.20;0.14244805
C22C;24.31;0.14244805
C22C;24.32;0.14244805
C22C;24.33;0.14244805
C22C;24.34;0.14244805
C22C;24.41;0.011292916666666666
C22C;24.42;0.011292916666666666
C22C;24.43;0.011292916666666666
C22C;24.44;0.011292916666666666
C22C;24.45;0.011292916666666666
C22C;24.46;0.011292916666666666
C22C;24.51;0.0387771
C22C;24.52;0.0387771
C22F;24.10;0.012048083333333334
C22F;24.20;0.012048083333333334
C22F;24.31;0.012048083333333334
C22F;24.32;0.012048083333333334
C22F;24.33;0.012048083333333334
C22F;24.34;0.012048083333333334
C22F;24.41;0.06468766666666667
C22F;24.42;0.06468766666666667
C22F;24.43;0.06468766666666667
C22F;24.44;0.06468766666666667
C22F;24.45;0.06468766666666667
C22F;24.46;0.06468766666666667
C22F;24.53;0.215429
C22F;24.54;0.215429
C22F;25.50;0.035352
C22F;28.21;0.0733755
C23C;20.11;0.021175725
C23C;20.12;0.021175725
C23C;20.13;0.021175725
C23C;20.14;0.021175725
C23C;20.15;0.0292539
C23C;23.41;0.0058736
C23C;23.42;0.0058736
C23C;23.43;0.0058736
C23C;23.44;0.0058736
C23C;23.49;0.0058736
C23C;24.10;0.024340316666666667
C23C;24.20;0.024340316666666667
C23C;24.31;0.024340316666666667
C23C;24.32;0.024340316666666667
C23C;24.33;0.024340316666666667
C23C;24.34;0.024340316666666667
C23C;24.41;0.05411763333333333
C23C;24.42;0.05411763333333333
C23C;24.43;0.05411763333333333
C23C;24.44;0.05411763333333333
C23C;24.45;0.05411763333333333
C23C;24.46;0.05411763333333333
C23C;25.50;0.043626
C23C;25.61;0.15714215
C23C;25.62;0.15714215
C23C;32.11;0.0140086
C23C;32.12;0.0140086
C23D;20.30;0.8948883
C23D;23.11;0.00433902
C23D;23.12;0.00433902
C23D;23.13;0.00433902
C23D;23.14;0.00433902
C23D;23.19;0.00433902
C23D;24.10;0.008171866666666666
C23D;24.20;0.008171866666666666
C23D;24.31;0.008171866666666666
C23D;24.32;0.008171866666666666
C23D;24.33;0.008171866666666666
C23D;24.34;0.008171866666666666
C23D;25.61;0.01719265
C23D;25.62;0.01719265
C23F;20.11;0.0443641
C23F;20.12;0.0443641
C23F;20.13;0.0443641
C23F;20.14;0.0443641
C23F;20.15;0.0823322
C23F;20.16;0.01302845
C23F;20.17;0.01302845
C23F;23.61;0.0063726166666666665
C23F;23.62;0.0063726166666666665
C23F;23.63;0.0063726166666666665
C23F;23.64;0.0063726166666666665
C23F;23.65;0.0063726166666666665
C23F;23.69;0.0063726166666666665
C23F;24.10;0.03622466666666667
C23F;24.20;0.03622466666666667
C23F;24.31;0.03622466666666667
C23F;24.32;0.03622466666666667
C23F;24.33;0.03622466666666667
C23F;24.34;0.03622466666666667
C23F;24.41;0.062143399999999994
C23F;24.42;0.062143399999999994
C23F;24.43;0.062143399999999994
C23F;24.44;0.062143399999999994
C23F;24.45;0.062143399999999994
C23F;24.46;0.062143399999999994
C23F;25.50;0.0357109
C23F;25.61;0.0249998
C23F;25.62;0.0249998
C23G;20.11;0.033754775
C23G;20.12;0.033754775
C23G;20.13;0.033754775
C23G;20.14;0.033754775
C23G;20.15;0.1062417
C23G;24.10;0.09324351666666668
C23G;24.20;0.09324351666666668
C23G;24.31;0.09324351666666668
C23G;24.32;0.09324351666666668
C23G;24.33;0.09324351666666668
C23G;24.34;0.09324351666666668
C23G;24.41;0.03321303333333333
C23G;24.42;0.03321303333333333
C23G;24.43;0.03321303333333333
C23G;24.44;0.03321303333333333
C23G;24.45;0.03321303333333333
C23G;24.46;0.03321303333333333
C25B;20.11;0.0670179
C25B;20.12;0.0670179
C25B;20.13;0.0670179
C25B;20.14;0.0670179
C25B;24.41;0.09156413333333334
C25B;24.42;0.09156413333333334
C25B;24.43;0.09156413333333334
C25B;24.44;0.09156413333333334
C25B;24.45;0.09156413333333334
C25B;24.46;0.09156413333333334
C25B;25.50;0.0590352
C25B;25.61;0.0617542
C25B;25.62;0.0617542
C25C;24.10;0.010165133333333333
C25C;24.20;0.010165133333333333
C25C;24.31;0.010165133333333333
C25C;24.32;0.010165133333333333
C25C;24.33;0.010165133333333333
C25C;24.34;0.010165133333333333
C25C;24.41;0.14893979999999998
C25C;24.42;0.14893979999999998
C25C;24.43;0.14893979999999998
C25C;24.44;0.14893979999999998
C25C;24.45;0.14893979999999998
C25C;24.46;0.14893979999999998
C25C;25.50;0.0453705
C25D;20.11;0.007254975
C25D;20.12;0.007254975
C25D;20.13;0.007254975
C25D;20.14;0.007254975
C25D;24.10;0.011747866666666667
C25D;24.20;0.011747866666666667
C25D;24.31;0.011747866666666667
C25D;24.32;0.011747866666666667
C25D;24.33;0.011747866666666667
C25D;24.34;0.011747866666666667
C25D;24.41;0.07243643333333334
C25D;24.42;0.07243643333333334
C25D;24.43;0.07243643333333334
C25D;24.44;0.07243643333333334
C25D;24.45;0.07243643333333334
C25D;24.46;0.07243643333333334
C25D;25.50;0.0305621
C25D;25.61;0.2176561
C25D;25.62;0.2176561
C25F;18.13;0.15728025
C25F;18.14;0.15728025
C25F;20.11;0.01867445
C25F;20.12;0.01867445
C25F;20.13;0.01867445
C25F;20.14;0.01867445
C25F;20.15;0.0458851
C25F;24.10;0.03809803333333333
C25F;24.20;0.03809803333333333
C25F;24.31;0.03809803333333333
C25F;24.32;0.03809803333333333
C25F;24.33;0.03809803333333333
C25F;24.34;0.03809803333333333
C25F;24.41;0.04044195
C25F;24.42;0.04044195
C25F;24.43;0.04044195
C25F;24.44;0.04044195
C25F;24.45;0.04044195
C25F;24.46;0.04044195
C25F;25.50;0.0289649
C25F;25.61;0.0323259
C25F;25.62;0.0323259
C30B;20.11;0.032718175
C30B;20.12;0.032718175
C30B;20.13;0.032718175
C30B;20.14;0.032718175
C30B;24.41;0.006477866666666666
C30B;24.42;0.006477866666666666
C30B;24.43;0.006477866666666666
C30B;24.44;0.006477866666666666
C30B;24.45;0.006477866666666666
C30B;24.46;0.006477866666666666
C30B;25.50;0.029045
C30B;28.21;0.4103838
C30B;32.11;0.1954157
C30B;32.12;0.1954157
C40B;20.11;0.11645625
C40B;20.12;0.11645625
C40B;20.13;0.11645625
C40B;20.14;0.11645625
C40B;20.16;0.01453915
C40B;20.17;0.01453915
C40B;26.20;0.0230479
C40B;43.91;0.2410244
C40B;43.99;0.2410244
D01B;13.10;0.0284377
D01B;13.91;0.1491814
D01B;16.24;0.2515169
D01B;25.71;0.10136593333333332
D01B;25.72;0.10136593333333332
D01B;25.73;0.10136593333333332
D01B;28.22;0.1804021
D01B;32.91;0.04318205
D01B;32.99;0.04318205
D01C;13.91;0.3039174
D01C;13.92;0.1059413
D01C;14.11;0.05956954
D01C;14.12;0.05956954
D01C;14.13;0.05956954
D01C;14.14;0.05956954
D01C;14.19;0.05956954
D01C;20.11;0.042506575
D01C;20.12;0.042506575
D01C;20.13;0.042506575
D01C;20.14;0.042506575
D01C;20.16;0.0119451
D01C;20.17;0.0119451
D01C;20.41;0.038846
D01C;20.42;0.038846
D01C;28.22;0.020685
D01D;13.10;0.1066437
D01D;13.91;0.1277652
D01D;13.93;0.0354499
D01D;20.16;0.19316125
D01D;20.17;0.19316125
D01D;20.60;0.3438187
D01F;13.10;0.0394923
D01F;13.30;0.0300123
D01F;13.91;0.2193591
D01F;13.93;0.0232632
D01F;20.11;0.021985075
D01F;20.12;0.021985075
D01F;20.13;0.021985075
D01F;20.14;0.021985075
D01F;20.16;0.23274155
D01F;20.17;0.23274155
D01F;20.60;0.1344497
D01G;13.10;0.6527328
D01G;13.91;0.3120475
D01G;28.22;0.0352197
D01H;13.10;0.2710013
D01H;13.91;0.0751122
D01H;28.94;0.6538866
D02G;13.10;0.9318087
D02G;13.91;0.0350511
D02G;20.60;0.0331403
D02H;13.10;0.1666952
D02H;13.91;0.4848557
D02H;28.22;0.144609
D02H;28.25;0.01141935
D02H;28.29;0.01141935
D02H;28.94;0.1545949
D02H;32.20;0.0264065
D02J;13.10;0.3356634
D02J;13.91;0.0275203
D02J;20.60;0.6368163
D03C;13.91;0.1682881
D03C;15.12;0.4723482
D03C;25.71;0.024358833333333333
D03C;25.72;0.024358833333333333
D03C;25.73;0.024358833333333333
D03C;28.94;0.2862872
D03D;13.91;0.8018852
D03D;28.94;0.1981147
D03J;13.91;0.391126
D03J;15.12;0.2650759
D03J;28.94;0.3437981
D04B;13.91;0.312543
D04B;14.31;0.17260235
D04B;14.39;0.17260235
D04B;28.94;0.3422524
D04C;13.10;0.0554539
D04C;13.91;0.4175723
D04C;13.94;0.106059
D04C;13.95;0.08366
D04C;13.96;0.08366
D04C;13.99;0.08366
D04C;28.15;0.0941126
D04C;28.94;0.0758222
D04D;13.10;0.0372102
D04D;13.91;0.5855838
D04D;13.95;0.11606636666666666
D04D;13.96;0.11606636666666666
D04D;13.99;0.11606636666666666
D04D;17.11;0.01450345
D04D;17.12;0.01450345
D04G;13.10;0.1124037
D04G;13.91;0.0681711
D04G;13.93;0.7954308
D04G;32.11;0.0119972
D04G;32.12;0.0119972
D04H;13.20;0.0013832
D04H;13.30;0.0348147
D04H;13.91;0.9282108
D04H;13.95;0.011863733333333334
D04H;13.96;0.011863733333333334
D04H;13.99;0.011863733333333334
D05B;13.91;0.8508559
D05B;14.31;0.0360052
D05B;14.39;0.0360052
D05B;25.71;0.025711233333333333
D05B;25.72;0.025711233333333333
D05B;25.73;0.025711233333333333
D05C;13.91;0.5271447
D05C;13.93;0.3890621
D05C;25.71;0.027931066666666667
D05C;25.72;0.027931066666666667
D05C;25.73;0.027931066666666667
D05D;13.91;0.7901189
D05D;14.31;0.08319205
D05D;14.39;0.08319205
D05D;25.71;0.014499033333333333
D05D;25.72;0.014499033333333333
D05D;25.73;0.014499033333333333
D06B;13.30;0.5270059
D06B;13.91;0.3405085
D06B;13.94;0.1324856
D06C;13.30;0.2153796
D06C;13.91;0.7567164
D06C;14.31;0.01395195
D06C;14.39;0.01395195
D06F;13.30;0.0281222
D06F;13.91;0.0266351
D06F;20.41;0.02700405
D06F;20.42;0.02700405
D06F;25.30;0.0380124
D06F;27.51;0.41149945
D06F;27.52;0.41149945
D06F;31.01;0.0075558
D06F;31.02;0.0075558
D06F;31.03;0.0075558
D06F;31.09;0.0075558
D06G;13.91;0.1251286
D06G;13.92;0.0982261
D06G;13.93;0.4490494
D06G;14.31;0.11588675
D06G;14.39;0.11588675
D06G;32.91;0.0479112
D06G;32.99;0.0479112
D06H;13.91;0.7709357
D06H;13.92;0.0236872
D06H;13.95;0.0203829
D06H;13.96;0.0203829
D06H;13.99;0.0203829
D06H;14.31;0.0721142
D06H;14.39;0.0721142
D06J;13.30;0.4863854
D06J;13.91;0.4310446
D06J;13.92;0.030573
D06J;14.11;0.0103994
D06J;14.12;0.0103994
D06J;14.13;0.0103994
D06J;14.14;0.0103994
D06J;14.19;0.0103994
D06L;13.30;0.6780384
D06L;13.91;0.2635403
D06L;20.11;0.00572465
D06L;20.12;0.00572465
D06L;20.13;0.00572465
D06L;20.14;0.00572465
D06L;20.41;0.0177613
D06L;20.42;0.0177613
D06M;13.30;0.0649622
D06M;13.91;0.7351527
D06M;13.93;0.0282607
D06M;20.11;0.007277075
D06M;20.12;0.007277075
D06M;20.13;0.007277075
D06M;20.14;0.007277075
D06M;20.16;0.04518265
D06M;20.17;0.04518265
D06M;20.60;0.0521508
D06N;13.91;0.1946555
D06N;13.93;0.7162987
D06N;14.11;0.01123102
D06N;14.12;0.01123102
D06N;14.13;0.01123102
D06N;14.14;0.01123102
D06N;14.19;0.01123102
D06N;20.16;0.01644535
D06N;20.17;0.01644535
D06P;13.30;0.6593677
D06P;13.91;0.1993006
D06P;15.11;0.1413317
D06Q;13.30;0.1087122
D06Q;13.91;0.5786909
D06Q;13.95;0.07005789999999999
D06Q;13.96;0.07005789999999999
D06Q;13.99;0.07005789999999999
D06Q;14.11;0.01011272
D06Q;14.12;0.01011272
D06Q;14.13;0.01011272
D06Q;14.14;0.01011272
D06Q;14.19;0.01011272
D06Q;20.51;0.0129649
D06Q;20.52;0.0129649
D06Q;20.53;0.0129649
D06Q;20.59;0.0129649
D07B;13.94;0.1057772
D07B;20.60;0.6341514
D07B;22.11;0.1989463
D07B;23.61;0.0038852666666666664
D07B;23.62;0.0038852666666666664
D07B;23.63;0.0038852666666666664
D07B;23.64;0.0038852666666666664
D07B;23.65;0.0038852666666666664
D07B;23.69;0.0038852666666666664
D07B;33.19;0.0378135
D10B;13.91;1.0
D21B;10.73;0.0472175
D21B;16.10;0.2670155
D21B;17.11;0.3428835
D21B;17.12;0.3428835
D21C;10.73;0.0456191
D21C;17.11;0.461833
D21C;17.12;0.461833
D21C;20.11;0.007678725
D21C;20.12;0.007678725
D21C;20.13;0.007678725
D21C;20.14;0.007678725
D21D;10.73;0.0421746
D21D;17.11;0.4789127
D21D;17.12;0.4789127
D21F;17.11;0.3319378
D21F;17.12;0.3319378
D21F;17.22;0.00608
D21F;17.23;0.00608
D21F;17.24;0.00608
D21F;17.29;0.00608
D21F;28.95;0.1039348
D21F;28.96;0.1039348
D21F;28.99;0.1039348
D21G;17.11;0.3982132
D21G;17.12;0.3982132
D21G;28.95;0.0678579
D21G;28.96;0.0678579
D21G;28.99;0.0678579
D21H;17.11;0.4540192
D21H;17.12;0.4540192
D21H;17.22;0.015979675
D21H;17.23;0.015979675
D21H;17.24;0.015979675
D21H;17.29;0.015979675
D21H;20.16;0.01402145
D21H;20.17;0.01402145
D21J;16.21;0.0445225
D21J;17.11;0.47773875
D21J;17.12;0.47773875
E01B;23.61;0.007331433333333334
E01B;23.62;0.007331433333333334
E01B;23.63;0.007331433333333334
E01B;23.64;0.007331433333333334
E01B;23.65;0.007331433333333334
E01B;23.69;0.007331433333333334
E01B;30.20;0.9560114
E01C;23.61;0.0207957
E01C;23.62;0.0207957
E01C;23.63;0.0207957
E01C;23.64;0.0207957
E01C;23.65;0.0207957
E01C;23.69;0.0207957
E01C;23.91;0.4376129
E01C;23.99;0.4376129
E01D;23.61;0.10049356666666666
E01D;23.62;0.10049356666666666
E01D;23.63;0.10049356666666666
E01D;23.64;0.10049356666666666
E01D;23.65;0.10049356666666666
E01D;23.69;0.10049356666666666
E01D;24.10;0.01495265
E01D;24.20;0.01495265
E01D;24.31;0.01495265
E01D;24.32;0.01495265
E01D;24.33;0.01495265
E01D;24.34;0.01495265
E01D;30.11;0.0905964
E01D;30.40;0.0377684
E01D;42.11;0.059652666666666666
E01D;42.12;0.059652666666666666
E01D;42.13;0.059652666666666666
E01F;23.61;0.12018736666666667
E01F;23.62;0.12018736666666667
E01F;23.63;0.12018736666666667
E01F;23.64;0.12018736666666667
E01F;23.65;0.12018736666666667
E01F;23.69;0.12018736666666667
E01F;24.10;0.024609133333333335
E01F;24.20;0.024609133333333335
E01F;24.31;0.024609133333333335
E01F;24.32;0.024609133333333335
E01F;24.33;0.024609133333333335
E01F;24.34;0.024609133333333335
E01F;29.10;0.0274938
E01F;42.11;0.022600233333333334
E01F;42.12;0.022600233333333334
E01F;42.13;0.022600233333333334
E01F;71.11;0.01796325
E01F;71.12;0.01796325
E01H;28.12;0.0858632
E01H;28.22;0.0487768
E01H;28.30;0.2050679
E01H;28.92;0.0285644
E01H;32.91;0.2947533
E01H;32.99;0.2947533
E01H;36.00;0.042221
E02B;23.61;0.029650633333333332
E02B;23.62;0.029650633333333332
E02B;23.63;0.029650633333333332
E02B;23.64;0.029650633333333332
E02B;23.65;0.029650633333333332
E02B;23.69;0.029650633333333332
E02B;30.11;0.1229033
E02B;30.12;0.067242
E02B;36.00;0.5949765
E02B;42.91;0.00409515
E02B;42.99;0.00409515
E02B;50.20;0.0287841
E02C;23.61;0.0082242
E02C;23.62;0.0082242
E02C;23.63;0.0082242
E02C;23.64;0.0082242
E02C;23.65;0.0082242
E02C;23.69;0.0082242
E02C;30.11;0.0933737
E02C;30.12;0.7556894
E02C;36.00;0.1015918
E02D;23.61;0.10425578333333334
E02D;23.62;0.10425578333333334
E02D;23.63;0.10425578333333334
E02D;23.64;0.10425578333333334
E02D;23.65;0.10425578333333334
E02D;23.69;0.10425578333333334
E02D;28.92;0.0639833
E02D;36.00;0.0373241
E02D;43.12;0.1121762
E02D;43.13;0.1121762
E02D;43.91;0.02440275
E02D;43.99;0.02440275
E02F;23.61;0.009523416666666666
E02F;23.62;0.009523416666666666
E02F;23.63;0.009523416666666666
E02F;23.64;0.009523416666666666
E02F;23.65;0.009523416666666666
E02F;23.69;0.009523416666666666
E02F;28.12;0.2612328
E02F;28.30;0.0855404
E02F;28.92;0.3287686
E02F;43.11;0.0268421
E02F;43.12;0.12023785
E02F;43.13;0.12023785
E03B;36.00;1.0
E03C;35.30;0.0349473
E03C;36.00;0.9650527
E03D;36.00;1.0
E03F;23.61;0.021822750000000002
E03F;23.62;0.021822750000000002
E03F;23.63;0.021822750000000002
E03F;23.64;0.021822750000000002
E03F;23.65;0.021822750000000002
E03F;23.69;0.021822750000000002
E03F;36.00;0.6360582
E03F;37.00;0.1685591
E03F;43.12;0.0195589
E03F;43.13;0.0195589
E03F;55.30;0.0253283
E04B;23.61;0.15433551666666667
E04B;23.62;0.15433551666666667
E04B;23.63;0.15433551666666667
E04B;23.64;0.15433551666666667
E04B;23.65;0.15433551666666667
E04B;23.69;0.15433551666666667
E04B;24.10;0.006259266666666667
E04B;24.20;0.006259266666666667
E04B;24.31;0.006259266666666667
E04B;24.32;0.006259266666666667
E04B;24.33;0.006259266666666667
E04B;24.34;0.006259266666666667
E04B;41.10;0.01821565
E04B;41.20;0.01821565
E04C;16.21;0.0255594
E04C;16.22;0.0360401
E04C;16.23;0.0360401
E04C;23.51;0.01558835
E04C;23.52;0.01558835
E04C;23.61;0.13200641666666665
E04C;23.62;0.13200641666666665
E04C;23.63;0.13200641666666665
E04C;23.64;0.13200641666666665
E04C;23.65;0.13200641666666665
E04C;23.69;0.13200641666666665
E04C;24.10;0.013190849999999999
E04C;24.20;0.013190849999999999
E04C;24.31;0.013190849999999999
E04C;24.32;0.013190849999999999
E04C;24.33;0.013190849999999999
E04C;24.34;0.013190849999999999
E04D;16.29;0.0530064
E04D;20.51;0.019922275
E04D;20.52;0.019922275
E04D;20.53;0.019922275
E04D;20.59;0.019922275
E04D;23.11;0.00749716
E04D;23.12;0.00749716
E04D;23.13;0.00749716
E04D;23.14;0.00749716
E04D;23.19;0.00749716
E04D;23.31;0.0446561
E04D;23.32;0.0446561
E04D;23.61;0.04133381666666667
E04D;23.62;0.04133381666666667
E04D;23.63;0.04133381666666667
E04D;23.64;0.04133381666666667
E04D;23.65;0.04133381666666667
E04D;23.69;0.04133381666666667
E04D;23.91;0.0919987
E04D;23.99;0.0919987
E04D;25.50;0.0260708
E04D;36.00;0.2824355
E04F;16.21;0.0571862
E04F;16.22;0.0245155
E04F;16.23;0.0245155
E04F;16.29;0.0324167
E04F;20.51;0.02396845
E04F;20.52;0.02396845
E04F;20.53;0.02396845
E04F;20.59;0.02396845
E04F;23.51;0.0994135
E04F;23.52;0.0994135
E04F;23.61;0.08622551666666667
E04F;23.62;0.08622551666666667
E04F;23.63;0.08622551666666667
E04F;23.64;0.08622551666666667
E04F;23.65;0.08622551666666667
E04F;23.69;0.08622551666666667
E04F;41.10;0.01205745
E04F;41.20;0.01205745
E04F;43.31;0.00503944
E04F;43.32;0.00503944
E04F;43.33;0.00503944
E04F;43.34;0.00503944
E04F;43.39;0.00503944
E04G;23.61;0.05929633333333333
E04G;23.62;0.05929633333333333
E04G;23.63;0.05929633333333333
E04G;23.64;0.05929633333333333
E04G;23.65;0.05929633333333333
E04G;23.69;0.05929633333333333
E04G;43.91;0.322111
E04G;43.99;0.322111
E04H;23.61;0.020756566666666667
E04H;23.62;0.020756566666666667
E04H;23.63;0.020756566666666667
E04H;23.64;0.020756566666666667
E04H;23.65;0.020756566666666667
E04H;23.69;0.020756566666666667
E04H;32.30;0.6941167
E04H;36.00;0.0441325
E04H;55.10;0.0242399
E04H;55.20;0.0242399
E04H;81.22;0.0443658
E04H;81.29;0.0443658
E05B;25.71;0.04764563333333333
E05B;25.72;0.04764563333333333
E05B;25.73;0.04764563333333333
E05B;27.11;0.01332935
E05B;27.12;0.01332935
E05B;27.90;0.0421921
E05B;28.15;0.0522206
E05B;28.94;0.07134
E05B;29.10;0.2142895
E05B;29.31;0.13512825
E05B;29.32;0.13512825
E05B;32.91;0.0300212
E05B;32.99;0.0300212
E05B;55.10;0.0194024
E05B;55.20;0.0194024
E05B;56.30;0.0812585
E05C;23.61;0.005662383333333333
E05C;23.62;0.005662383333333333
E05C;23.63;0.005662383333333333
E05C;23.64;0.005662383333333333
E05C;23.65;0.005662383333333333
E05C;23.69;0.005662383333333333
E05C;24.10;0.007007816666666666
E05C;24.20;0.007007816666666666
E05C;24.31;0.007007816666666666
E05C;24.32;0.007007816666666666
E05C;24.33;0.007007816666666666
E05C;24.34;0.007007816666666666
E05C;25.11;0.0133628
E05C;25.12;0.0133628
E05C;25.71;0.03840606666666667
E05C;25.72;0.03840606666666667
E05C;25.73;0.03840606666666667
E05C;27.51;0.0117911
E05C;27.52;0.0117911
E05C;27.90;0.0639989
E05C;28.15;0.1153572
E05C;28.94;0.118765
E05C;29.10;0.0731237
E05C;29.20;0.0327997
E05C;29.31;0.0766342
E05C;29.32;0.0766342
E05C;32.91;0.0321638
E05C;32.99;0.0321638
E05C;43.31;0.00479032
E05C;43.32;0.00479032
E05C;43.33;0.00479032
E05C;43.34;0.00479032
E05C;43.39;0.00479032
E05C;55.10;0.04137025
E05C;55.20;0.04137025
E05C;56.30;0.0301204
E05D;23.11;0.017040060000000003
E05D;23.12;0.017040060000000003
E05D;23.13;0.017040060000000003
E05D;23.14;0.017040060000000003
E05D;23.19;0.017040060000000003
E05D;23.61;0.008164066666666666
E05D;23.62;0.008164066666666666
E05D;23.63;0.008164066666666666
E05D;23.64;0.008164066666666666
E05D;23.65;0.008164066666666666
E05D;23.69;0.008164066666666666
E05D;24.10;0.004061266666666666
E05D;24.20;0.004061266666666666
E05D;24.31;0.004061266666666666
E05D;24.32;0.004061266666666666
E05D;24.33;0.004061266666666666
E05D;24.34;0.004061266666666666
E05D;27.51;0.02551055
E05D;27.52;0.02551055
E05D;28.15;0.0613549
E05D;28.94;0.0834467
E05D;29.10;0.1564847
E05D;29.20;0.0742171
E05D;29.31;0.12698775
E05D;29.32;0.12698775
E05D;43.31;0.00861988
E05D;43.32;0.00861988
E05D;43.33;0.00861988
E05D;43.34;0.00861988
E05D;43.39;0.00861988
E05D;55.10;0.0408877
E05D;55.20;0.0408877
E05D;56.30;0.036073
E05F;23.11;0.01269996
E05F;23.12;0.01269996
E05F;23.13;0.01269996
E05F;23.14;0.01269996
E05F;23.19;0.01269996
E05F;27.11;0.0454324
E05F;27.12;0.0454324
E05F;27.90;0.2358941
E05F;28.11;0.054838
E05F;28.15;0.255014
E05F;28.94;0.0248464
E05F;29.10;0.171553
E05F;29.31;0.051745
E05F;29.32;0.051745
E05G;20.51;0.00608545
E05G;20.52;0.00608545
E05G;20.53;0.00608545
E05G;20.59;0.00608545
E05G;23.61;0.0168659
E05G;23.62;0.0168659
E05G;23.63;0.0168659
E05G;23.64;0.0168659
E05G;23.65;0.0168659
