cpc;nace;weight
B21J;25.50;0.1527813
B21J;28.11;0.3964481
B21J;28.12;0.1510727
B21J;28.15;0.0636829
B21J;28.41;0.0618131
B21J;28.49;0.0618131
B21J;28.94;0.0471922
B21K;24.10;0.03992001666666667
B21K;24.20;0.03992001666666667
B21K;24.31;0.03992001666666667
B21K;24.32;0.03992001666666667
B21K;24.33;0.03992001666666667
B21K;24.34;0.03992001666666667
B21K;25.50;0.4156126
B21K;25.91;0.0121844
B21K;25.92;0.0121844
B21K;25.93;0.0121844
B21K;25.94;0.0121844
B21K;25.99;0.0121844
B21K;28.11;0.0276037
B21K;28.15;0.2150971
B21K;28.41;0.0206222
B21K;28.49;0.0206222
B21L;24.10;0.004868516666666667
B21L;24.20;0.004868516666666667
B21L;24.31;0.004868516666666667
B21L;24.32;0.004868516666666667
B21L;24.33;0.004868516666666667
B21L;24.34;0.004868516666666667
B21L;25.50;0.032989
B21L;25.91;0.00587494
B21L;25.92;0.00587494
B21L;25.93;0.00587494
B21L;25.94;0.00587494
B21L;25.99;0.00587494
B21L;28.12;0.0243034
B21L;28.15;0.134053
B21L;30.92;0.1191541
B21L;32.11;0.31545735
B21L;32.12;0.31545735
B22C;20.11;0.01870595
B22C;20.12;0.01870595
B22C;20.13;0.01870595
B22C;20.14;0.01870595
B22C;20.16;0.0122894
B22C;20.17;0.0122894
B22C;23.31;0.02060345
B22C;23.32;0.02060345
B22C;23.41;0.06342828
B22C;23.42;0.06342828
B22C;23.43;0.06342828
B22C;23.44;0.06342828
B22C;23.49;0.06342828
B22C;24.41;0.0133902
B22C;24.42;0.0133902
B22C;24.43;0.0133902
B22C;24.44;0.0133902
B22C;24.45;0.0133902
B22C;24.46;0.0133902
B22C;24.51;0.0314201
B22C;24.52;0.0314201
B22C;24.53;0.07529725
B22C;24.54;0.07529725
B22C;25.50;0.1552311
B22C;25.61;0.02604435
B22C;25.62;0.02604435
B22C;28.11;0.0411532
B22D;24.10;0.013109216666666666
B22D;24.20;0.013109216666666666
B22D;24.31;0.013109216666666666
B22D;24.32;0.013109216666666666
B22D;24.33;0.013109216666666666
B22D;24.34;0.013109216666666666
B22D;24.51;0.09063255
B22D;24.52;0.09063255
B22D;24.53;0.03992895
B22D;24.54;0.03992895
B22D;25.50;0.0528685
B22D;28.21;0.0225343
B22D;28.91;0.584819
B22F;23.41;0.0189675
B22F;23.42;0.0189675
B22F;23.43;0.0189675
B22F;23.44;0.0189675
B22F;23.49;0.0189675
B22F;24.10;0.03501585
B22F;24.20;0.03501585
B22F;24.31;0.03501585
B22F;24.32;0.03501585
B22F;24.33;0.03501585
B22F;24.34;0.03501585
B22F;24.41;0.05811708333333334
B22F;24.42;0.05811708333333334
B22F;24.43;0.05811708333333334
B22F;24.44;0.05811708333333334
B22F;24.45;0.05811708333333334
B22F;24.46;0.05811708333333334
B22F;25.50;0.2077015
B22F;25.61;0.0347533
B22F;25.62;0.0347533
B22F;28.21;0.0227099
B22F;32.11;0.02322345
B22F;32.12;0.02322345
B23B;28.24;0.0220917
B23B;28.41;0.20321905
B23B;28.49;0.20321905
B23B;28.94;0.5399443
B23B;32.11;0.01576295
B23B;32.12;0.01576295
B23C;25.61;0.0424519
B23C;25.62;0.0424519
B23C;28.15;0.0283325
B23C;28.41;0.18763875
B23C;28.49;0.18763875
B23C;28.94;0.3866437
B23C;32.11;0.06242125
B23C;32.12;0.06242125
B23D;25.71;0.14981403333333335
B23D;25.72;0.14981403333333335
B23D;25.73;0.14981403333333335
B23D;28.24;0.5505579
B23F;28.15;0.6858312
B23F;28.41;0.0581718
B23F;28.49;0.0581718
B23F;28.94;0.1978252
B23G;28.15;0.0764963
B23G;28.41;0.1163705
B23G;28.49;0.1163705
B23G;28.94;0.6907626
B23H;24.10;0.0058073000000000005
B23H;24.20;0.0058073000000000005
B23H;24.31;0.0058073000000000005
B23H;24.32;0.0058073000000000005
B23H;24.33;0.0058073000000000005
B23H;24.34;0.0058073000000000005
B23H;24.41;0.022502016666666666
B23H;24.42;0.022502016666666666
B23H;24.43;0.022502016666666666
B23H;24.44;0.022502016666666666
B23H;24.45;0.022502016666666666
B23H;24.46;0.022502016666666666
B23H;25.50;0.0241676
B23H;25.61;0.0903315
B23H;25.62;0.0903315
B23H;25.91;0.00479488
B23H;25.92;0.00479488
B23H;25.93;0.00479488
B23H;25.94;0.00479488
B23H;25.99;0.00479488
B23H;28.11;0.0737487
B23H;28.41;0.2062566
B23H;28.49;0.2062566
B23H;28.94;0.0873409
B23H;33.12;0.0277362
B23K;24.10;0.0368505
B23K;24.20;0.0368505
B23K;24.31;0.0368505
B23K;24.32;0.0368505
B23K;24.33;0.0368505
B23K;24.34;0.0368505
B23K;24.41;0.024196366666666667
B23K;24.42;0.024196366666666667
B23K;24.43;0.024196366666666667
B23K;24.44;0.024196366666666667
B23K;24.45;0.024196366666666667
B23K;24.46;0.024196366666666667
B23K;25.50;0.0492059
B23K;25.61;0.29225645
B23K;25.62;0.29225645
B23P;24.10;0.020882150000000002
B23P;24.20;0.020882150000000002
B23P;24.31;0.020882150000000002
B23P;24.32;0.020882150000000002
B23P;24.33;0.020882150000000002
B23P;24.34;0.020882150000000002
B23P;25.50;0.090169
B23P;25.61;0.04395125
B23P;25.62;0.04395125
B23P;25.71;0.016187833333333335
B23P;25.72;0.016187833333333335
B23P;25.73;0.016187833333333335
B23P;28.11;0.3860288
B23P;28.15;0.0754944
B23P;28.22;0.0766938
B23P;28.41;0.0250093
B23P;28.49;0.0250093
B23P;28.94;0.0254841
B23P;32.11;0.0171762
B23P;32.12;0.0171762
B23Q;28.41;0.3846003
B23Q;28.49;0.3846003
B23Q;28.94;0.2307994
B24B;20.11;0.030153025
B24B;20.12;0.030153025
B24B;20.13;0.030153025
B24B;20.14;0.030153025
B24B;23.11;0.007103900000000001
B24B;23.12;0.007103900000000001
B24B;23.13;0.007103900000000001
B24B;23.14;0.007103900000000001
B24B;23.19;0.007103900000000001
B24B;23.91;0.0160012
B24B;23.99;0.0160012
B24B;25.71;0.013616566666666668
B24B;25.72;0.013616566666666668
B24B;25.73;0.013616566666666668
B24B;26.70;0.0912277
B24B;27.51;0.06293525
B24B;27.52;0.06293525
B24B;28.15;0.0440766
B24B;28.41;0.02507175
B24B;28.49;0.02507175
B24B;28.94;0.3412892
B24B;32.11;0.05920435
B24B;32.12;0.05920435
B24C;20.11;0.04948095
B24C;20.12;0.04948095
B24C;20.13;0.04948095
B24C;20.14;0.04948095
B24C;20.30;0.03213
B24C;23.11;0.00723598
B24C;23.12;0.00723598
B24C;23.13;0.00723598
B24C;23.14;0.00723598
B24C;23.19;0.00723598
B24C;24.10;0.015651916666666665
B24C;24.20;0.015651916666666665
B24C;24.31;0.015651916666666665
B24C;24.32;0.015651916666666665
B24C;24.33;0.015651916666666665
B24C;24.34;0.015651916666666665
B24C;28.22;0.0819247
B24C;28.25;0.0730813
B24C;28.29;0.0730813
B24C;43.91;0.2058838
B24C;43.99;0.2058838
B24D;20.51;0.0088028
B24D;20.52;0.0088028
B24D;20.53;0.0088028
B24D;20.59;0.0088028
B24D;23.91;0.11686825
B24D;23.99;0.11686825
B24D;25.61;0.04429795
B24D;25.62;0.04429795
B24D;25.71;0.030903299999999998
B24D;25.72;0.030903299999999998
B24D;25.73;0.030903299999999998
B24D;32.11;0.27487325
B24D;32.12;0.27487325
B25B;25.71;0.22353889999999998
B25B;25.72;0.22353889999999998
B25B;25.73;0.22353889999999998
B25B;28.11;0.044999
B25B;28.12;0.024482
B25B;28.15;0.1620579
B25B;28.94;0.0978444
B25C;28.11;0.1533487
B25C;28.23;0.8178144
B25C;28.24;0.0288369
B25D;28.11;0.1148883
B25D;28.15;0.0242271
B25D;28.24;0.8023896
B25D;28.94;0.0342758
B25D;43.11;0.0242193
B25F;25.71;0.15371416666666668
B25F;25.72;0.15371416666666668
B25F;25.73;0.15371416666666668
B25F;26.11;0.0135023
B25F;26.12;0.0135023
B25F;27.20;0.0722081
B25F;28.15;0.0528518
B25F;28.24;0.2928414
B25F;28.41;0.0300406
B25F;28.49;0.0300406
B25F;28.94;0.0338704
B25G;25.71;0.31389666666666666
B25G;25.72;0.31389666666666666
B25G;25.73;0.31389666666666666
B25G;32.91;0.029155
B25G;32.99;0.029155
B25H;22.21;0.0070383
B25H;22.22;0.0070383
B25H;22.23;0.0070383
B25H;22.29;0.0070383
B25H;25.71;0.06682356666666667
B25H;25.72;0.06682356666666667
B25H;25.73;0.06682356666666667
B25H;28.24;0.1438107
B25H;30.91;0.033655
B25H;45.20;0.0923122
B25H;45.40;0.0643992
B25H;95.21;0.0115762
B25H;95.22;0.0308699
B25H;95.25;0.19737635
B25H;95.29;0.19737635
B25J;23.61;0.0039963
B25J;23.62;0.0039963
B25J;23.63;0.0039963
B25J;23.64;0.0039963
B25J;23.65;0.0039963
B25J;23.69;0.0039963
B25J;26.20;0.0516897
B25J;26.51;0.1306394
B25J;26.70;0.0790126
B25J;27.11;0.01816165
B25J;27.12;0.01816165
B25J;28.11;0.0940197
B25J;28.12;0.0242516
B25J;28.15;0.4328732
B25J;28.22;0.0326138
B25J;28.41;0.03584255
B25J;28.49;0.03584255
B25J;28.94;0.022914
B26B;25.71;0.3333333333333333
B26B;25.72;0.3333333333333333
B26B;25.73;0.3333333333333333
B26D;17.11;0.07302635
B26D;17.12;0.07302635
B26D;25.71;0.2428616
B26D;25.72;0.2428616
B26D;25.73;0.2428616
B26D;28.22;0.0406404
B26D;28.93;0.084722
B26F;13.91;0.023327
B26F;17.11;0.23736965
B26F;17.12;0.23736965
B26F;17.22;0.00973595
B26F;17.23;0.00973595
B26F;17.24;0.00973595
B26F;17.29;0.00973595
B26F;22.21;0.0151284
B26F;22.22;0.0151284
B26F;22.23;0.0151284
B26F;22.29;0.0151284
B26F;24.10;0.005002316666666667
B26F;24.20;0.005002316666666667
B26F;24.31;0.005002316666666667
B26F;24.32;0.005002316666666667
B26F;24.33;0.005002316666666667
B26F;24.34;0.005002316666666667
B26F;25.71;0.08827313333333332
B26F;25.72;0.08827313333333332
B26F;25.73;0.08827313333333332
B26F;28.23;0.0754279
B26F;28.95;0.010738366666666667
B26F;28.96;0.010738366666666667
B26F;28.99;0.010738366666666667
B27B;16.10;0.3903721
B27B;16.29;0.0301906
B27B;25.71;0.031012566666666668
B27B;25.72;0.031012566666666668
B27B;25.73;0.031012566666666668
B27B;28.24;0.4863996
B27C;16.10;0.1798483
B27C;16.22;0.0151178
B27C;16.23;0.0151178
B27C;16.24;0.0344794
B27C;16.29;0.4313037
B27C;25.71;0.028919700000000003
B27C;25.72;0.028919700000000003
B27C;25.73;0.028919700000000003
B27C;28.24;0.0432641
B27C;28.41;0.01540315
B27C;28.49;0.01540315
B27C;28.94;0.1633034
B27D;16.21;0.9706965
B27D;20.51;0.007325875
B27D;20.52;0.007325875
B27D;20.53;0.007325875
B27D;20.59;0.007325875
B27F;28.23;1.0
B27G;16.10;0.0899505
B27G;16.21;0.0391194
B27G;16.29;0.0689998
B27G;25.71;0.09277726666666668
B27G;25.72;0.09277726666666668
B27G;25.73;0.09277726666666668
B27G;28.24;0.5235984
B27H;16.21;0.0640275
B27H;16.24;0.9359725
B27J;02.30;0.0253857
B27J;16.21;0.0349588
B27J;16.24;0.3195814
B27J;20.51;0.07299095
B27J;20.52;0.07299095
B27J;20.53;0.07299095
B27J;20.59;0.07299095
B27J;23.61;0.022515033333333333
B27J;23.62;0.022515033333333333
B27J;23.63;0.022515033333333333
B27J;23.64;0.022515033333333333
B27J;23.65;0.022515033333333333
B27J;23.69;0.022515033333333333
B27J;28.22;0.0622035
B27J;31.01;0.026027725
B27J;31.02;0.026027725
B27J;31.03;0.026027725
B27J;31.09;0.026027725
B27J;32.20;0.0267057
B27K;16.10;0.0360037
B27K;16.21;0.0355002
B27K;16.22;0.0102335
B27K;16.23;0.0102335
B27K;16.24;0.1135014
B27K;16.29;0.0656666
B27K;20.11;0.028840025
B27K;20.12;0.028840025
B27K;20.13;0.028840025
B27K;20.14;0.028840025
B27K;20.15;0.0726858
B27K;20.16;0.02104865
B27K;20.17;0.02104865
B27K;20.20;0.4610194
B27K;35.30;0.0376985
B27L;16.10;0.2304956
B27L;16.22;0.0286508
B27L;16.23;0.0286508
B27L;16.24;0.112545
B27L;16.29;0.3892381
B27L;25.71;0.07013993333333333
B27L;25.72;0.07013993333333333
B27L;25.73;0.07013993333333333
B27M;16.10;0.1419785
B27M;16.21;0.1014438
B27M;16.22;0.11519415
B27M;16.23;0.11519415
B27M;16.24;0.0454084
B27M;16.29;0.3308463
B27M;20.51;0.012756575
B27M;20.52;0.012756575
B27M;20.53;0.012756575
B27M;20.59;0.012756575
B27M;28.22;0.0436415
B27M;31.01;0.0138167
B27M;31.02;0.0138167
B27M;31.03;0.0138167
B27M;31.09;0.0138167
B27N;16.10;0.4576444
B27N;16.21;0.3970871
B27N;16.24;0.0392576
B27N;20.51;0.0076748
B27N;20.52;0.0076748
B27N;20.53;0.0076748
B27N;20.59;0.0076748
B27N;28.22;0.0261397
B27N;35.30;0.0491719
B28B;23.31;0.0246506
B28B;23.32;0.0246506
B28B;23.41;0.027895740000000002
B28B;23.42;0.027895740000000002
B28B;23.43;0.027895740000000002
B28B;23.44;0.027895740000000002
B28B;23.49;0.027895740000000002
B28B;23.51;0.0335924
B28B;23.52;0.0335924
B28B;23.61;0.12400586666666667
B28B;23.62;0.12400586666666667
B28B;23.63;0.12400586666666667
B28B;23.64;0.12400586666666667
B28B;23.65;0.12400586666666667
B28B;23.69;0.12400586666666667
B28C;23.51;0.2438439
B28C;23.52;0.2438439
B28C;23.61;0.08169151666666667
B28C;23.62;0.08169151666666667
B28C;23.63;0.08169151666666667
B28C;23.64;0.08169151666666667
B28C;23.65;0.08169151666666667
B28C;23.69;0.08169151666666667
B28C;28.22;0.0221631
B28D;23.61;0.008426716666666667
B28D;23.62;0.008426716666666667
B28D;23.63;0.008426716666666667
B28D;23.64;0.008426716666666667
B28D;23.65;0.008426716666666667
B28D;23.69;0.008426716666666667
B28D;23.70;0.7061556
B28D;25.71;0.0094292
B28D;25.72;0.0094292
B28D;25.73;0.0094292
B28D;28.24;0.0384206
B28D;32.11;0.08828795
B28D;32.12;0.08828795
B29B;13.93;0.0441832
B29B;20.11;0.01020965
B29B;20.12;0.01020965
B29B;20.13;0.01020965
B29B;20.14;0.01020965
B29B;20.16;0.2141117
B29B;20.17;0.2141117
B29B;22.19;0.0284137
B29B;22.21;0.090822025
B29B;22.22;0.090822025
B29B;22.23;0.090822025
B29B;22.29;0.090822025
B29B;28.11;0.021977
B29B;28.22;0.0365474
B29B;28.95;0.012176133333333334
B29B;28.96;0.012176133333333334
B29B;28.99;0.012176133333333334
B29C;13.91;0.0333305
B29C;20.16;0.069875
B29C;20.17;0.069875
B29C;20.51;0.01549765
B29C;20.52;0.01549765
B29C;20.53;0.01549765
B29C;20.59;0.01549765
B29C;22.19;0.0451814
B29C;22.21;0.156044725
B29C;22.22;0.156044725
B29C;22.23;0.156044725
B29C;22.29;0.156044725
B29C;28.95;0.0318562
B29C;28.96;0.0318562
B29C;28.99;0.0318562
B29D;20.16;0.01082635
B29D;20.17;0.01082635
B29D;22.11;0.787252
B29D;22.19;0.0756173
B29D;26.70;0.1154779
B29K;13.91;0.0759489
B29K;20.16;0.27747985
B29K;20.17;0.27747985
B29K;20.51;0.01321095
B29K;20.52;0.01321095
B29K;20.53;0.01321095
B29K;20.59;0.01321095
B29K;22.19;0.1033154
B29K;22.21;0.05323305
B29K;22.22;0.05323305
B29K;22.23;0.05323305
B29K;22.29;0.05323305
B29L;13.91;0.0632977
B29L;20.16;0.0569263
B29L;20.17;0.0569263
B29L;20.51;0.0195991
B29L;20.52;0.0195991
B29L;20.53;0.0195991
B29L;20.59;0.0195991
B29L;22.19;0.0647943
B29L;22.21;0.169914725
B29L;22.22;0.169914725
B29L;22.23;0.169914725
B29L;22.29;0.169914725
B30B;10.71;0.02753615
B30B;10.72;0.02753615
B30B;24.10;0.006453466666666667
B30B;24.20;0.006453466666666667
B30B;24.31;0.006453466666666667
B30B;24.32;0.006453466666666667
B30B;24.33;0.006453466666666667
B30B;24.34;0.006453466666666667
B30B;25.50;0.0420919
B30B;28.11;0.11928
B30B;28.12;0.1264316
B30B;28.15;0.1742623
B30B;28.22;0.0438413
B30B;28.41;0.18543935
B30B;28.49;0.18543935
B30B;33.12;0.0294211
B31B;17.11;0.07341575
B31B;17.12;0.07341575
B31B;17.22;0.018261775
B31B;17.23;0.018261775
B31B;17.24;0.018261775
B31B;17.29;0.018261775
B31B;20.51;0.042282225
B31B;20.52;0.042282225
B31B;20.53;0.042282225
B31B;20.59;0.042282225
B31B;22.21;0.10568435
B31B;22.22;0.10568435
B31B;22.23;0.10568435
B31B;22.29;0.10568435
B31B;28.22;0.1019138
B31B;28.95;0.0287804
B31B;28.96;0.0287804
B31B;28.99;0.0287804
B31C;17.11;0.3082175
B31C;17.12;0.3082175
B31C;17.22;0.0114163
B31C;17.23;0.0114163
B31C;17.24;0.0114163
B31C;17.29;0.0114163
B31C;20.51;0.05669095
B31C;20.52;0.05669095
B31C;20.53;0.05669095
B31C;20.59;0.05669095
B31C;28.94;0.0619786
B31C;28.95;0.0163858
B31C;28.96;0.0163858
B31C;28.99;0.0163858
B31D;17.11;0.2463107
B31D;17.12;0.2463107
B31D;20.51;0.06028445
B31D;20.52;0.06028445
B31D;20.53;0.06028445
B31D;20.59;0.06028445
B31D;22.21;0.014970825
B31D;22.22;0.014970825
B31D;22.23;0.014970825
B31D;22.29;0.014970825
B31D;28.95;0.0687858
B31D;28.96;0.0687858
B31D;28.99;0.0687858
B31F;17.11;0.3378837
B31F;17.12;0.3378837
B31F;17.22;0.0462235
B31F;17.23;0.0462235
B31F;17.24;0.0462235
B31F;17.29;0.0462235
B31F;20.51;0.023749425
B31F;20.52;0.023749425
B31F;20.53;0.023749425
B31F;20.59;0.023749425
B31F;28.95;0.014780300000000001
B31F;28.96;0.014780300000000001
B31F;28.99;0.014780300000000001
B32B;13.91;0.1197526
B32B;17.11;0.02394235
B32B;17.12;0.02394235
B32B;20.16;0.1563968
B32B;20.17;0.1563968
B32B;20.51;0.083135325
B32B;20.52;0.083135325
B32B;20.53;0.083135325
B32B;20.59;0.083135325
B32B;22.21;0.011054875
B32B;22.22;0.011054875
B32B;22.23;0.011054875
B32B;22.29;0.011054875
B32B;23.11;0.02856168
B32B;23.12;0.02856168
B32B;23.13;0.02856168
B32B;23.14;0.02856168
B32B;23.19;0.02856168
B33Y;28.30;1.0
B41B;17.11;0.0572343
B41B;17.12;0.0572343
B41B;18.13;0.05252695
B41B;18.14;0.05252695
B41B;20.41;0.01754345
B41B;20.42;0.01754345
B41B;26.20;0.1064791
B41B;26.70;0.4732153
B41B;26.80;0.043286
B41B;28.23;0.0590908
B41B;28.95;0.021106466666666667
B41B;28.96;0.021106466666666667
B41B;28.99;0.021106466666666667
B41C;18.13;0.5
B41C;18.14;0.5
B41D;16.29;0.206172
B41D;17.22;0.00803145
B41D;17.23;0.00803145
B41D;17.24;0.00803145
B41D;17.29;0.00803145
B41D;18.13;0.11386095
B41D;18.14;0.11386095
B41D;20.16;0.0178611
B41D;20.17;0.0178611
B41D;20.51;0.026215025
B41D;20.52;0.026215025
B41D;20.53;0.026215025
B41D;20.59;0.026215025
B41D;90.01;0.0983495
B41D;90.02;0.0983495
B41D;90.03;0.0983495
B41D;90.04;0.0983495
B41F;13.92;0.3166954
B41F;17.11;0.01227825
B41F;17.12;0.01227825
B41F;17.22;0.01466575
B41F;17.23;0.01466575
B41F;17.24;0.01466575
B41F;17.29;0.01466575
B41F;18.13;0.1113735
B41F;18.14;0.1113735
B41F;28.95;0.1257794
B41F;28.96;0.1257794
B41F;28.99;0.1257794
B41G;13.92;0.583381
B41G;17.11;0.02248995
B41G;17.12;0.02248995
B41G;17.22;0.025487275
B41G;17.23;0.025487275
B41G;17.24;0.025487275
B41G;17.29;0.025487275
B41G;18.13;0.03487075
B41G;18.14;0.03487075
B41G;22.19;0.0238621
B41G;28.95;0.05869546666666667
B41G;28.96;0.05869546666666667
B41G;28.99;0.05869546666666667
B41J;17.11;0.23818745
B41J;17.12;0.23818745
B41J;17.22;0.125222475
B41J;17.23;0.125222475
B41J;17.24;0.125222475
B41J;17.29;0.125222475
B41J;28.23;0.0227352
B41K;17.11;0.06785215
B41K;17.12;0.06785215
B41K;17.22;0.033988675
B41K;17.23;0.033988675
B41K;17.24;0.033988675
B41K;17.29;0.033988675
B41K;18.13;0.1968544
B41K;18.14;0.1968544
B41K;20.51;0.0054686
B41K;20.52;0.0054686
B41K;20.53;0.0054686
B41K;20.59;0.0054686
B41K;22.19;0.1655068
B41K;23.61;0.004009666666666667
B41K;23.62;0.004009666666666667
B41K;23.63;0.004009666666666667
B41K;23.64;0.004009666666666667
B41K;23.65;0.004009666666666667
B41K;23.69;0.004009666666666667
B41K;28.95;0.041064366666666664
B41K;28.96;0.041064366666666664
B41K;28.99;0.041064366666666664
B41L;17.11;0.09759455
B41L;17.12;0.09759455
B41L;17.22;0.1216831
B41L;17.23;0.1216831
B41L;17.24;0.1216831
B41L;17.29;0.1216831
B41L;28.95;0.10602616666666666
B41L;28.96;0.10602616666666666
B41L;28.99;0.10602616666666666
B41M;17.11;0.22020845
B41M;17.12;0.22020845
B41M;17.22;0.063253275
B41M;17.23;0.063253275
B41M;17.24;0.063253275
B41M;17.29;0.063253275
B41M;18.13;0.01569225
B41M;18.14;0.01569225
B41M;20.16;0.0969793
B41M;20.17;0.0969793
B41M;20.30;0.0521861
B41M;20.51;0.0072602
B41M;20.52;0.0072602
B41M;20.53;0.0072602
B41M;20.59;0.0072602
B41N;13.92;0.2466903
B41N;18.13;0.37665485
B41N;18.14;0.37665485
B41P;13.92;0.4000637
B41P;17.22;0.00780075
B41P;17.23;0.00780075
B41P;17.24;0.00780075
B41P;17.29;0.00780075
B41P;18.13;0.1623054
B41P;18.14;0.1623054
B41P;28.95;0.08137416666666666
B41P;28.96;0.08137416666666666
B41P;28.99;0.08137416666666666
B42B;17.11;0.10613585
B42B;17.12;0.10613585
B42B;17.22;0.0220038
B42B;17.23;0.0220038
B42B;17.24;0.0220038
B42B;17.29;0.0220038
B42B;18.13;0.26876685
B42B;18.14;0.26876685
B42B;28.23;0.0615053
B42B;28.95;0.033558033333333334
B42B;28.96;0.033558033333333334
B42B;28.99;0.033558033333333334
B42C;17.11;0.06102125
B42C;17.12;0.06102125
B42C;17.22;0.00817775
B42C;17.23;0.00817775
B42C;17.24;0.00817775
B42C;17.29;0.00817775
B42C;18.11;0.01995175
B42C;18.12;0.01995175
B42C;18.13;0.2544957
B42C;18.14;0.2544957
B42C;20.51;0.058504
B42C;20.52;0.058504
B42C;20.53;0.058504
B42C;20.59;0.058504
B42C;28.22;0.0224758
B42C;28.23;0.03986
B42D;17.11;0.18877685
B42D;17.12;0.18877685
B42D;17.22;0.03702575
B42D;17.23;0.03702575
B42D;17.24;0.03702575
B42D;17.29;0.03702575
B42D;18.13;0.03850975
B42D;18.14;0.03850975
B42D;20.51;0.092388825
B42D;20.52;0.092388825
B42D;20.53;0.092388825
B42D;20.59;0.092388825
B42D;22.21;0.0069421
B42D;22.22;0.0069421
B42D;22.23;0.0069421
B42D;22.29;0.0069421
B42F;17.11;0.2607208
B42F;17.12;0.2607208
B42F;17.22;0.0845477
B42F;17.23;0.0845477
B42F;17.24;0.0845477
B42F;17.29;0.0845477
B42F;20.51;0.014749275
B42F;20.52;0.014749275
B42F;20.53;0.014749275
B42F;20.59;0.014749275
B42F;22.21;0.020342625
B42F;22.22;0.020342625
B42F;22.23;0.020342625
B42F;22.29;0.020342625
B42P;17.11;0.1647759
B42P;17.12;0.1647759
B42P;17.22;0.074350275
B42P;17.23;0.074350275
B42P;17.24;0.074350275
B42P;17.29;0.074350275
B42P;18.11;0.0507793
B42P;18.12;0.0507793
B42P;18.13;0.0528192
B42P;18.14;0.0528192
B42P;20.51;0.04146255
B42P;20.52;0.04146255
B42P;20.53;0.04146255
B42P;20.59;0.04146255
B43K;17.11;0.01105285
B43K;17.12;0.01105285
B43K;17.22;0.007182125
B43K;17.23;0.007182125
B43K;17.24;0.007182125
B43K;17.29;0.007182125
B43K;32.91;0.4745829
B43K;32.99;0.4745829
B43L;17.11;0.0805625
B43L;17.12;0.0805625
B43L;17.22;0.01645505
B43L;17.23;0.01645505
B43L;17.24;0.01645505
B43L;17.29;0.01645505
B43L;28.23;0.1045147
B43L;32.91;0.33427005
B43L;32.99;0.33427005
B43M;17.11;0.18347905
B43M;17.12;0.18347905
B43M;17.22;0.0693166
B43M;17.23;0.0693166
B43M;17.24;0.0693166
B43M;17.29;0.0693166
B43M;20.51;0.0297066
B43M;20.52;0.0297066
B43M;20.53;0.0297066
B43M;20.59;0.0297066
B43M;28.22;0.1916228
B43M;28.23;0.0453262
B44B;17.11;0.01280205
B44B;17.12;0.01280205
B44B;25.50;0.0480072
B44B;28.41;0.0367203
B44B;28.49;0.0367203
B44B;32.11;0.2217864
B44B;32.12;0.2217864
B44B;90.01;0.102343825
B44B;90.02;0.102343825
B44B;90.03;0.102343825
B44B;90.04;0.102343825
B44C;13.91;0.0412075
B44C;17.11;0.09723335
B44C;17.12;0.09723335
B44C;17.22;0.01628765
B44C;17.23;0.01628765
B44C;17.24;0.01628765
B44C;17.29;0.01628765
B44C;18.11;0.03020015
B44C;18.12;0.03020015
B44C;20.16;0.01626435
B44C;20.17;0.01626435
B44C;20.30;0.1639071
B44C;20.51;0.080347825
B44C;20.52;0.080347825
B44C;20.53;0.080347825
B44C;20.59;0.080347825
B44C;22.21;0.0089608
B44C;22.22;0.0089608
B44C;22.23;0.0089608
B44C;22.29;0.0089608
B44C;23.11;0.0112883
B44C;23.12;0.0112883
B44C;23.13;0.0112883
B44C;23.14;0.0112883
B44C;23.19;0.0112883
B44C;23.70;0.0286631
B44D;20.30;0.9699408
B44D;32.91;0.0150296
B44D;32.99;0.0150296
B44F;17.11;0.01906455
B44F;17.12;0.01906455
B44F;18.11;0.0300228
B44F;18.12;0.0300228
B44F;20.30;0.2775776
B44F;20.51;0.017336625
B44F;20.52;0.017336625
B44F;20.53;0.017336625
B44F;20.59;0.017336625
B44F;22.21;0.01049985
B44F;22.22;0.01049985
B44F;22.23;0.01049985
B44F;22.29;0.01049985
B44F;23.11;0.03594438
B44F;23.12;0.03594438
B44F;23.13;0.03594438
B44F;23.14;0.03594438
B44F;23.19;0.03594438
B44F;23.70;0.0736085
B44F;32.13;0.2595714
B60B;22.11;0.0634314
B60B;28.94;0.026878
B60B;29.10;0.0689741
B60B;30.92;0.8131778
B60B;30.99;0.0275387
B60C;22.11;1.0
B60D;28.30;0.0308639
B60D;29.20;0.9691361
B60F;28.12;0.0363292
B60F;28.30;0.0344383
B60F;29.20;0.0416816
B60F;30.11;0.2661074
B60F;30.12;0.1729275
B60F;30.20;0.3116042
B60F;30.40;0.0525509
B60F;36.00;0.0843608
B60G;28.11;0.0334025
B60G;28.12;0.0315739
B60G;29.10;0.150693
B60G;29.20;0.2199451
B60G;29.31;0.28219275
B60G;29.32;0.28219275
B60H;26.51;0.0359889
B60H;28.25;0.01548685
B60H;28.29;0.01548685
B60H;29.10;0.8175083
B60H;29.31;0.0161098
B60H;29.32;0.0161098
B60H;35.30;0.0494751
B60H;36.00;0.0338344
B60J;22.21;0.010852475
B60J;22.22;0.010852475
B60J;22.23;0.010852475
B60J;22.29;0.010852475
B60J;23.11;0.02526208
B60J;23.12;0.02526208
B60J;23.13;0.02526208
B60J;23.14;0.02526208
B60J;23.19;0.02526208
B60J;29.10;0.4907349
B60J;29.20;0.1795118
B60J;29.31;0.0800165
